,dt,Open,Close,High,Low,Vol
0,2017-02-15,9.74,11.69,11.69,9.74,64619.0
1,2017-02-16,12.86,12.86,12.86,12.86,20576.0
2,2017-02-17,14.15,14.15,14.15,14.15,7075.0
3,2017-02-20,15.57,15.57,15.57,15.57,71622.0
4,2017-02-21,17.13,17.13,17.13,17.13,25695.0
5,2017-02-22,18.84,18.84,18.84,18.84,73476.0
6,2017-02-23,20.72,20.72,20.72,20.72,129230.0
7,2017-02-24,22.79,22.79,22.79,22.79,205132.0
8,2017-02-27,25.07,25.07,25.07,25.07,357297.0
9,2017-02-28,27.58,27.58,27.58,27.58,369572.0
10,2017-03-01,30.34,30.34,30.34,30.34,695696.0
11,2017-03-02,33.37,33.37,33.37,33.37,1215335.0
12,2017-03-03,36.71,36.71,36.71,36.71,1557715.0
13,2017-03-06,40.38,40.38,40.38,40.38,2336225.0
14,2017-03-07,44.42,44.42,44.42,44.42,3050854.0
15,2017-03-08,48.86,48.86,48.86,48.86,5464746.0
16,2017-03-09,53.75,53.75,53.75,53.75,8519643.0
17,2017-03-10,59.13,59.13,59.13,59.13,8434835.0
18,2017-03-13,65.04,65.04,65.04,60.58,1078722832.0
19,2017-03-14,66.82,71.54,71.54,65.5,364992336.0
20,2017-03-15,73.0,72.0,76.54,69.0,994384192.0
21,2017-03-16,71.1,73.25,76.37,70.01,894232224.0
22,2017-03-17,71.5,69.0,74.0,68.03,729639648.0
23,2017-03-20,68.0,69.74,70.53,66.51,390796816.0
24,2017-03-21,69.74,71.15,72.89,69.06,586980560.0
25,2017-03-22,69.69,73.1,74.18,68.8,634912576.0
26,2017-03-23,72.8,73.85,75.66,70.03,715592288.0
27,2017-03-24,74.3,72.11,75.8,71.8,482173744.0
28,2017-03-27,71.37,69.6,71.37,68.86,362962688.0
29,2017-03-28,69.08,63.4,70.37,63.01,403850592.0
30,2017-03-29,63.4,61.0,64.2,60.89,269201328.0
31,2017-03-30,60.0,58.81,60.05,57.5,279354608.0
32,2017-03-31,58.84,55.28,59.69,54.22,228708474.0
33,2017-04-05,54.08,55.99,56.64,52.2,186157675.0
34,2017-04-06,55.4,56.61,58.56,55.09,183445444.0
35,2017-04-07,56.01,54.84,56.84,54.53,127242198.0
36,2017-04-10,53.4,49.36,53.55,49.36,161310451.0
37,2017-04-11,47.69,50.0,50.39,46.5,187046313.0
38,2017-04-12,49.29,47.8,49.56,47.7,105921581.0
39,2017-04-13,47.91,48.0,49.5,47.73,81834200.0
40,2017-04-14,47.7,47.6,48.44,46.66,84527492.0
41,2017-04-17,45.0,42.84,45.0,42.84,70166985.0
42,2017-04-18,42.6,40.25,43.3,40.25,110379592.0
43,2017-04-19,40.24,41.68,41.8,39.88,98439009.0
44,2017-04-20,41.4,41.2,42.47,39.9,95320272.0
45,2017-04-21,41.24,39.61,41.46,39.11,70427321.0
46,2017-04-24,40.01,39.95,40.58,38.2,74598270.0
47,2017-04-25,40.59,42.05,43.59,40.28,131188158.0
48,2017-04-26,41.92,42.21,43.25,41.21,107844349.0
49,2017-04-27,41.8,44.06,44.16,41.1,147831256.0
50,2017-04-28,44.08,43.79,44.4,43.2,96397857.0
51,2017-05-02,43.8,42.64,43.9,42.61,67610905.0
52,2017-05-03,42.32,42.23,43.15,40.82,97234728.0
53,2017-05-04,41.95,40.8,41.95,40.0,62854227.0
54,2017-05-05,40.21,40.3,41.48,40.21,56669995.0
55,2017-05-08,40.02,39.0,40.89,39.0,51234407.0
56,2017-05-09,38.8,41.47,41.7,38.38,99567814.0
57,2017-05-10,41.2,39.7,41.77,39.5,79048645.0
58,2017-05-11,39.88,41.37,41.48,39.13,72108838.0
59,2017-05-12,41.02,41.54,41.99,40.6,74674004.0
60,2017-05-15,41.66,42.43,43.49,41.66,94878425.0
61,2017-05-16,41.77,43.11,43.28,41.0,92068754.0
62,2017-05-17,43.04,43.04,44.18,42.68,99354132.0
63,2017-05-18,42.69,42.05,42.95,41.8,61312038.0
64,2017-05-19,42.03,40.31,42.46,40.2,69192278.0
65,2017-05-22,40.29,38.23,40.29,38.0,74789397.0
66,2017-05-23,38.2,36.46,38.45,36.06,61952732.0
67,2017-05-24,36.3,36.58,37.23,35.6,33176876.0
68,2017-05-25,36.58,36.58,36.96,35.13,45133146.0
69,2017-05-26,36.58,36.89,37.45,36.11,31072182.0
70,2017-05-31,38.8,36.39,39.7,36.38,47617740.0
71,2017-06-01,36.06,33.45,37.0,33.45,50636428.0
72,2017-06-02,32.9,34.1,34.89,31.63,40030719.0
